name,year,fuel,seller_type,transmission,owner,km_driven,selling_price
229,7,0,0,0,0,50000,300000
488,2,1,0,1,0,20000,2800000
489,2,1,1,0,0,91195,1330000
490,9,1,1,0,0,63657,220000
491,8,1,0,0,0,60000,250000
25,4,1,1,0,0,75000,919999
492,8,0,1,0,0,97248,380000
334,1,1,0,0,0,46000,450000
96,4,0,0,1,0,10000,770000
493,6,1,0,0,0,80000,550000
494,9,1,0,0,1,100000,320000
400,8,0,0,0,0,35000,400000
450,2,0,0,1,0,50000,450000
495,9,1,0,0,3,90000,220000
71,1,1,0,0,1,150000,400000
496,8,0,0,0,1,89000,530000
95,3,1,0,0,1,60000,390000
497,1,1,0,0,1,100000,185000
400,1,0,0,0,1,100000,300000
142,3,1,0,0,1,90000,575000
498,3,0,0,0,0,75000,300000
499,2,1,1,0,0,36000,425000
500,4,0,0,0,0,12000,350000
501,2,1,1,0,0,12997,550000
502,2,0,0,1,0,40000,500000
503,5,1,0,0,0,60000,600000
130,8,1,0,0,1,25000,300000
469,6,1,1,0,0,26430,1150000
504,5,0,1,0,0,24600,475000
133,9,0,1,0,0,28481,260000
505,8,0,0,0,0,100000,350000
71,8,1,1,0,0,41988,750000
133,11,0,1,0,0,30375,180000
506,2,0,1,1,0,7658,350000
95,2,1,1,0,0,34400,611000
507,2,0,1,0,0,18500,325000
508,1,0,1,0,0,48000,225000
335,3,0,1,1,0,28942,300000
86,2,1,0,0,1,50000,400000
71,1,1,1,0,0,53600,711000
509,5,1,1,0,0,53652,851000
216,3,0,0,0,0,25000,500000
510,0,1,0,0,1,80000,250000
221,2,0,0,0,0,50000,150000
32,4,1,0,0,1,15000,610000
511,6,0,0,0,0,5000,450000
512,2,1,0,0,0,106000,744000
288,15,0,0,0,3,100000,120000
513,4,0,0,0,3,60000,220000
462,1,1,0,0,2,120000,480000
514,2,0,0,1,0,82000,370000
515,18,1,0,0,1,35000,55000
49,8,0,0,0,0,205000,125000
318,9,1,0,0,3,125000,260000
516,5,1,0,0,0,130000,350000
517,1,2,0,0,1,97000,170000
269,5,0,0,0,1,90000,350000
518,11,0,0,0,3,60000,250000
139,8,1,0,0,0,60000,170000
187,6,1,0,0,0,35000,1300000
519,7,0,0,0,0,25000,550000
520,2,0,0,0,0,15000,400000
329,9,0,0,0,0,20000,120000
329,9,0,0,0,0,20000,120000
172,10,0,0,0,0,70000,275000
521,4,0,0,0,0,90000,285000
522,4,1,0,0,0,80000,900000
523,3,1,0,1,1,79500,2500000
223,8,1,0,0,1,70000,620000
524,6,1,0,0,0,5000,1700000
112,6,0,0,0,0,15000,650000
216,3,0,0,0,0,35000,500000
525,11,1,0,0,1,120000,250000
526,6,1,0,0,1,15000,950000
527,5,0,0,0,0,60000,320000
143,8,1,0,0,0,120000,450000
528,4,1,0,0,0,90000,350000
529,5,0,0,0,0,90000,400000
204,6,0,0,0,0,10000,200000
530,11,1,0,0,1,72000,250000
531,9,0,0,0,1,197000,550000
486,22,0,0,0,1,70000,85000
119,23,0,0,0,3,50000,52000
532,2,1,0,1,0,50000,1200000
533,9,0,0,1,3,60000,450000
534,6,0,0,0,0,40000,615000
535,1,1,0,0,1,60000,400000
439,8,0,0,0,0,40000,60000
536,2,0,0,0,0,9161,500000
537,5,0,0,0,0,45000,600000
538,10,0,0,0,0,110000,110000
209,8,0,0,0,0,80000,175000
539,9,1,0,0,1,100000,325000
493,2,1,0,0,0,90000,425000
540,11,2,0,0,3,70000,160000
419,0,0,0,0,3,80000,100000
493,3,1,0,0,1,110000,390000
220,2,0,0,0,0,50000,400000
541,6,0,0,0,0,5000,509999
542,15,0,0,0,3,90000,150000
37,11,0,0,0,0,120000,110000
543,8,1,0,0,0,80000,450000
220,2,0,0,0,1,38000,400000
37,11,0,0,0,0,120000,140000
139,9,1,0,0,0,90000,130000
229,2,0,0,0,0,50000,160000
229,4,0,0,0,0,60000,150000
71,8,1,0,0,1,100000,500000
544,9,0,0,0,0,19000,40000
545,12,1,0,0,3,200000,140000
546,5,1,0,0,1,70000,227000
334,9,1,0,0,1,50000,285000
152,1,0,0,0,1,19077,155000
547,4,0,0,0,0,30000,210000
39,11,0,0,0,1,80000,140000
548,5,1,0,0,0,128000,940000
549,8,1,0,0,0,80000,750000
260,4,1,0,0,0,100000,610000
550,5,1,0,0,0,50000,450000
267,1,1,0,0,0,56000,409999
508,6,0,0,0,0,21302,100000
286,6,0,0,0,0,10500,300000
551,8,1,0,0,0,107000,400000
61,10,0,0,0,1,60000,210000
552,12,0,0,0,1,120000,90000
479,10,0,0,0,0,70000,222000
229,5,0,0,0,1,50000,240000
267,8,1,0,0,1,70000,450000
344,8,1,1,0,1,1000,450000
397,6,1,1,1,0,10000,3800000
398,8,1,1,1,0,86000,1580000
399,7,1,1,1,0,30000,4950000
107,4,1,0,0,0,52600,535000
400,1,0,0,0,1,110000,225000
401,2,0,1,1,0,19890,550000
386,4,0,2,0,0,7104,670000
216,5,0,2,0,0,11918,625000
402,2,0,1,1,0,10510,520000
403,4,0,1,0,0,41000,239000
404,2,1,2,1,0,47162,2600000
387,5,1,2,0,0,45974,750000
405,1,0,1,0,0,49824,229999
75,8,1,1,1,0,58500,1300000
406,14,0,1,0,0,56580,80000
407,1,1,1,0,0,52000,385000
388,5,0,2,0,0,55340,760000
95,2,1,2,0,0,46507,600000
344,8,1,1,0,1,1000,450000
397,6,1,1,1,0,10000,3800000
398,8,1,1,1,0,86000,1580000
399,7,1,1,1,0,30000,4950000
107,4,1,0,0,0,52600,535000
400,1,0,0,0,1,110000,225000
401,2,0,1,1,0,19890,550000
386,4,0,2,0,0,7104,670000
216,5,0,2,0,0,11918,625000
402,2,0,1,1,0,10510,520000
403,4,0,1,0,0,41000,239000
404,2,1,2,1,0,47162,2600000
387,5,1,2,0,0,45974,750000
405,1,0,1,0,0,49824,229999
75,8,1,1,1,0,58500,1300000
406,14,0,1,0,0,56580,80000
407,1,1,1,0,0,52000,385000
388,5,0,2,0,0,55340,760000
95,2,1,2,0,0,46507,600000
553,1,1,1,1,0,55300,735000
554,1,1,1,0,0,74300,285000
555,10,0,1,0,0,48781,350000
556,10,1,1,1,0,87620,290000
557,2,1,1,1,0,40219,890000
436,9,0,1,0,0,11473,385000
41,2,0,1,0,0,8352,425000
558,2,0,1,1,0,9745,525000
559,2,0,1,0,0,9748,550000
560,1,0,1,0,0,49000,271000
561,6,1,1,0,0,20694,1490000
562,5,0,1,0,0,31080,490000
117,3,0,1,0,0,37605,260000
447,3,1,1,0,0,55850,455000
104,10,0,1,0,0,58850,75000
527,5,0,1,0,0,23839,421000
563,4,1,1,0,0,54000,550000
564,8,0,1,1,0,38000,330000
565,1,1,1,0,0,45454,390000
566,5,1,1,1,0,46957,599000
567,0,0,0,0,2,60000,110000
285,4,0,0,0,0,25000,250000
568,1,1,0,0,2,110000,600000
569,15,1,0,0,1,190000,280000
570,6,1,0,1,0,25000,2700000
423,15,0,0,0,0,90000,80000
150,7,0,0,0,0,5000,350000
142,5,1,0,0,0,60000,475000
571,20,1,0,1,0,1500,4700000
95,6,1,0,0,0,50000,500000
572,3,1,0,0,0,120000,250000
573,14,1,0,0,1,120000,100000
352,7,0,0,0,0,5000,350000
574,3,1,0,1,0,47000,4000000
575,2,0,0,1,0,20000,1900000
144,14,0,0,0,1,120000,95000
65,5,1,0,0,0,58000,409999
576,6,1,0,0,0,35000,1050000
150,2,0,0,0,0,30000,320000
577,7,1,0,0,0,10000,1000000
471,2,1,0,0,0,25000,1770000
578,6,1,0,0,0,20000,950000
346,6,1,0,0,0,50000,750000
49,3,0,0,0,0,42000,220000
429,2,1,0,0,0,50000,1000000
579,2,1,0,0,0,116000,660000
462,5,1,0,0,0,100000,716000
580,5,0,0,0,0,66000,675000
36,10,1,0,0,3,110000,385000
581,3,1,0,0,0,70000,325000
561,5,1,0,0,0,60000,950000
582,0,1,0,1,2,110000,400000
197,3,1,0,0,0,25000,250000
583,6,0,0,1,0,68000,4000000
229,3,0,0,0,0,20000,210000
584,9,0,0,0,1,110000,147000
585,6,1,0,0,0,26350,725000
282,1,1,0,0,0,90000,550000
586,4,0,0,0,0,25000,475000
37,3,0,0,0,1,50000,250000
266,12,0,0,0,1,60000,70000
117,1,0,0,0,3,70000,160000
587,9,1,0,1,1,90000,1000000
588,23,0,0,0,0,70000,68000
38,2,0,0,0,0,26500,500000
139,8,1,0,0,0,60000,170000
187,6,1,0,0,0,35000,1300000
589,20,1,0,0,0,10000,1050000
435,11,0,0,0,0,15000,300000
122,4,0,0,0,0,25000,600000
590,2,1,0,0,0,50000,900000
519,7,0,0,0,0,25000,550000
152,0,0,0,0,1,52000,100000
520,2,0,0,0,0,15000,400000
329,9,0,0,0,0,20000,120000
125,8,1,0,0,0,90000,300000
591,9,1,0,0,1,60000,140000
149,5,0,0,0,0,23000,640000
150,6,0,0,0,0,22155,380000
329,9,0,0,0,0,20000,120000
151,6,0,0,0,0,70000,650000
152,11,0,0,0,1,60000,150000
241,6,0,0,0,0,35000,550000
474,1,1,1,0,0,71042,650000
592,1,1,1,0,1,167870,1025000
593,9,1,1,0,0,133564,195000
397,6,1,1,1,0,10000,3800000
255,8,1,1,1,0,40000,1490000
399,7,1,1,1,0,30000,4950000
594,6,0,2,1,0,23038,1140000
198,9,1,0,0,0,70000,95000
595,2,1,0,1,0,30000,3050000
401,2,0,1,1,0,19890,550000
216,5,0,2,0,0,11918,625000
402,2,0,1,1,0,10510,520000
403,4,0,1,0,0,41000,239000
404,2,1,2,1,0,47162,2600000
405,1,0,1,0,0,49824,229999
75,8,1,1,1,0,58500,1300000
102,2,0,2,0,0,43608,585000
596,6,0,2,1,0,11212,825000
597,8,1,1,0,0,52000,280000
598,4,0,2,0,0,49217,725000
411,5,1,0,0,0,90000,300000
6,5,0,0,0,0,70000,375000
599,18,0,0,0,2,90000,310000
161,9,1,0,0,3,190000,375000
600,4,1,0,1,0,106000,1950000
601,1,1,0,0,1,80000,400000
602,3,1,0,0,1,80000,550000
157,6,0,0,0,0,20000,270000
462,1,1,0,0,1,110000,555000
603,8,1,0,0,1,60000,500000
604,10,1,0,1,1,130000,400000
508,2,0,0,0,0,28838,280000
483,15,0,0,0,0,200000,80000
48,12,1,0,0,0,100000,55000
605,3,0,0,0,0,50000,250000
606,10,1,0,0,2,190000,250000
607,0,1,0,0,1,100000,95000
32,3,1,0,0,1,135000,725000
246,5,1,0,0,3,50000,320000
608,3,1,0,1,3,135000,1200000
198,1,1,0,0,0,50000,160000
609,6,1,1,0,0,19571,790000
610,6,0,1,0,0,29600,1200000
485,9,0,0,0,0,70000,175000
611,6,1,0,1,0,15000,950000
612,7,0,0,0,0,50000,340000
613,2,1,0,0,0,13500,825000
614,6,0,0,1,0,22000,3100000
615,6,1,1,0,0,25000,780000
616,10,0,0,1,3,80000,350000
617,6,0,1,0,0,39000,690000
221,4,0,0,0,0,60000,245000
615,6,1,1,0,0,49000,790000
618,6,0,1,0,0,48600,680000
562,2,0,0,0,1,20000,540000
619,4,0,0,0,0,25000,425000
620,15,0,0,0,0,120000,140000
621,7,1,0,0,0,30000,1100000
475,5,1,0,0,0,35000,715000
398,8,1,1,1,0,86000,1580000
622,5,1,1,1,0,127643,1750000
623,6,0,1,0,1,54000,400000
21,3,1,1,1,0,102354,1750000
624,3,0,1,1,0,62237,1850000
128,14,0,1,0,1,90000,114999
361,6,1,1,0,0,21394,950000
625,5,0,1,0,0,32686,310000
626,12,1,1,0,0,1001,575000
627,2,1,1,0,0,22000,490000
190,2,0,1,0,0,53261,480000
628,4,1,1,1,0,53000,3500000
286,6,0,1,0,0,10000,370000
260,2,1,1,0,0,14000,835000
629,2,0,1,0,0,44000,650000
357,3,1,1,0,0,39895,670000
166,2,1,1,1,0,73000,950000
630,3,0,1,0,0,17000,690000
629,2,0,1,0,0,18591,670000
410,2,1,1,0,0,26766,925000
49,5,0,0,0,0,30000,250000
631,4,1,0,0,0,42000,509999
47,3,1,0,0,0,110000,520000
632,14,1,0,0,0,100000,100000
48,12,1,0,0,1,300000,85000
591,11,1,0,0,3,110000,130000
361,6,1,1,0,0,27620,950000
112,5,0,0,0,0,70000,450000
633,1,0,0,0,1,50000,320000
95,5,1,0,0,0,50000,480000
634,3,1,0,1,0,46000,2490000
635,1,1,0,0,0,82000,790000
204,4,0,0,0,0,120000,120000
39,12,0,0,0,3,80000,75000
483,10,0,0,0,0,70000,99000
387,6,1,0,0,0,20000,1015000
636,8,1,0,0,1,200000,250000
637,9,1,0,0,0,120000,520000
638,6,1,0,1,0,30000,1100000
193,14,1,0,0,0,223000,200000
95,4,1,0,0,0,60000,525000
323,4,0,0,0,0,40000,500000
639,4,1,0,0,0,161327,675000
640,11,0,0,0,3,60000,150000
641,0,1,0,0,0,50000,250000
519,6,0,0,0,0,6000,450000
642,11,0,0,0,1,68000,150000
198,1,1,0,0,0,85000,200000
231,9,1,0,1,0,70000,525000
643,22,0,0,0,1,35000,60000
103,10,1,0,0,1,100000,180000
644,5,1,0,0,0,110000,475000
231,10,1,0,1,1,195000,380000
229,5,0,0,0,1,46000,285000
191,15,0,0,0,1,60000,91200
3,2,0,0,0,0,46000,250000
65,5,1,0,0,0,42000,400000
645,12,0,0,1,1,90000,160000
646,1,1,0,0,1,85000,650000
2,1,1,0,0,3,120000,409999
305,8,1,0,0,0,72000,425000
647,8,2,0,0,1,71000,250000
518,11,0,0,0,2,110000,200000
647,8,2,0,0,1,71000,250000
341,10,1,0,0,2,144000,130000
41,2,0,1,0,0,30000,260000
648,0,0,1,0,0,65000,155000
609,5,1,0,0,0,38000,450000
649,1,0,0,0,1,90000,220000
650,6,1,1,0,0,37000,650000
229,6,0,1,0,0,30000,285000
651,6,0,1,1,0,26000,725000
652,4,0,1,0,0,30000,625000
653,4,0,1,0,0,23000,550000
405,1,0,1,0,0,40000,240000
654,3,1,1,0,0,27000,600000
311,1,1,1,0,0,65000,350000
49,5,0,1,0,0,32000,245000
655,4,1,1,0,0,56000,600000
82,2,1,0,1,0,30000,2400000
656,3,1,1,0,0,80000,620000
230,3,0,1,0,1,52000,395000
657,3,0,1,0,0,13250,635000
152,9,0,1,0,0,36000,180000
658,5,1,1,0,1,73000,484999
152,16,0,0,0,0,60000,110000
659,12,0,0,0,1,60000,150000
660,1,1,0,0,0,110000,400000
661,1,1,0,0,1,70000,200000
662,8,1,0,0,1,60000,302000
663,9,1,0,0,2,90000,215000
659,16,0,0,0,1,80000,155000
509,3,1,0,0,1,101000,1000000
86,6,1,0,0,0,44000,550000
57,12,0,0,0,0,45000,200000
639,2,1,0,0,0,120000,750000
486,14,0,0,0,1,90000,90000
1,0,0,0,0,1,120000,80000
319,8,0,0,0,0,13500,229999
286,2,0,0,0,0,10000,350000
190,5,0,0,0,3,25000,325000
20,6,0,0,0,0,8500,450000
189,1,1,0,0,0,120000,250000
664,1,1,0,0,0,120000,225000
39,11,0,0,0,3,90246,150000
5,15,0,0,0,1,90000,110000
191,10,0,0,0,1,40000,150000
665,21,0,0,0,2,60000,165000
344,2,1,0,0,1,32000,610000
666,8,1,0,0,0,60400,170000
342,15,1,0,0,1,70950,150000
125,8,1,0,0,0,90000,300000
272,5,1,0,0,0,72000,375000
334,8,1,0,0,0,90000,390000
299,2,0,0,0,0,10000,600000
229,3,0,0,0,1,25000,204999
342,11,1,0,0,1,80000,270000
269,2,0,0,0,0,10000,375000
598,20,0,0,0,0,1100,700000
667,2,0,0,0,0,40000,455000
114,2,0,0,0,0,10000,375000
559,3,0,0,0,0,31491,341000
95,3,1,0,0,1,107143,200000
668,2,0,0,1,0,15000,450000
209,1,0,0,0,1,50000,170000
669,2,1,0,0,0,100000,1900000
670,4,1,0,0,0,60000,500000
315,4,1,0,0,0,85000,819999
671,3,0,0,0,1,40000,351000
640,9,0,0,0,1,80000,195000
161,15,1,0,0,1,82000,250000
440,15,0,0,0,1,70000,120000
249,11,0,0,0,3,70000,180000
672,4,1,0,0,0,20000,430000
673,1,0,0,0,1,35000,75000
89,2,1,0,0,0,80000,750000
329,9,0,0,0,0,40000,60000
201,5,1,0,0,0,46412,1500000
225,9,1,0,0,2,150000,390000
674,4,1,0,0,0,50000,630000
675,6,1,0,0,0,15000,1085000
640,1,0,0,0,1,60000,190000
676,6,0,0,1,0,25000,550000
229,1,0,0,0,3,90000,200000
238,9,0,0,0,0,60000,165000
284,8,1,0,0,0,65000,260000
152,9,0,0,0,0,40000,151000
127,6,1,0,0,0,50000,780000
343,1,1,0,0,3,80000,175000
197,10,1,1,0,0,107500,170000
197,8,1,1,0,1,135000,210000
39,0,0,1,0,1,43826,90000
677,4,0,1,0,0,55838,535000
142,0,1,1,0,0,112880,195000
678,9,1,0,0,3,90000,140000
679,1,0,0,0,0,40000,350000
496,8,0,0,0,0,66000,425000
286,2,0,0,0,0,30300,300000
680,8,1,0,0,1,85000,340000
518,11,0,1,0,0,80659,250000
681,15,0,1,0,0,81324,170000
644,8,1,1,0,0,127884,315000
682,5,0,0,0,0,50000,200000
682,4,0,0,0,0,25000,300000
644,5,1,1,0,0,66755,300000
683,8,0,1,0,0,123084,380000
297,11,0,1,0,0,806599,250000
644,8,1,1,0,0,95851,310000
684,10,0,0,0,0,50000,260000
685,15,0,0,0,1,50000,150000
163,12,0,0,0,1,60000,85000
229,5,0,0,0,1,15000,280000
686,4,1,0,0,0,40000,850000
351,2,0,0,0,1,20000,375000
687,12,1,0,0,3,120000,125000
165,1,1,0,0,0,110000,250000
688,3,1,0,0,0,234000,715000
689,9,1,0,0,0,70000,220000
690,10,1,0,0,1,110000,110000
691,0,0,0,0,1,84000,150000
543,1,1,0,0,0,170000,300000
3,2,0,0,0,0,40000,220000
692,12,0,0,0,1,96000,75000
465,11,1,0,0,0,20000,100000
241,4,0,0,0,0,15000,380000
693,0,0,0,0,0,50000,100000
694,10,0,0,0,1,80000,480000
50,1,1,0,0,0,124000,300000
198,8,1,0,0,0,70000,190000
695,1,1,0,0,1,130000,190000
696,2,0,1,0,0,19014,650000
697,11,0,1,0,0,23262,300000
698,4,1,1,0,0,29600,700000
114,5,0,1,0,0,35925,310000
699,6,0,0,0,0,12000,500000
455,8,0,1,0,0,40771,415000
450,5,0,1,1,1,30500,395000
700,3,0,1,0,1,42000,430000
701,0,0,1,0,1,55800,215000
702,3,1,1,0,0,66569,550000
490,3,1,1,0,0,81358,415000
703,5,1,1,0,0,82695,450000
704,3,1,1,0,1,68293,285000
705,4,0,1,1,0,32000,580000
706,3,1,1,0,0,190621,300000
469,6,1,0,0,0,60000,1200000
707,12,0,0,0,0,64700,78000
0,19,0,0,0,1,100000,65000
199,4,1,0,0,0,88470,400000
708,4,1,0,0,0,75000,850000
350,8,1,0,0,1,120000,450000
709,1,1,0,1,0,35000,2500000
710,2,1,0,0,0,70000,780000
488,2,1,0,1,0,57000,3200000
221,20,0,0,0,0,1000,350000
711,8,1,0,0,1,120000,285000
712,5,1,1,0,0,98000,525000
713,3,1,1,0,1,90000,550000
714,6,1,0,0,0,70000,580000
715,8,0,0,0,3,25000,75000
716,11,1,0,0,3,60000,185000
717,0,0,0,0,2,90000,110000
158,16,0,0,0,1,200000,180000
664,10,1,0,0,1,110000,350000
718,14,0,0,0,1,126000,60000
719,6,1,0,0,0,70000,695000
720,7,1,0,1,0,5000,2700000
721,0,0,0,0,1,74183,135000
246,5,1,0,0,1,70000,640000
221,3,0,0,0,0,90000,160000
722,16,0,0,0,1,46000,80000
95,8,1,0,0,1,110000,340000
275,1,1,0,0,1,80000,110000
631,8,1,0,0,1,90000,250000
471,2,1,0,0,0,70000,1300000
711,3,1,0,0,1,1,250000
294,11,1,0,0,0,192000,450000
441,8,0,0,0,2,70000,240000
354,0,1,0,0,1,120000,225000
723,5,0,0,0,1,60000,275000
724,1,1,0,0,1,120000,320000
5,15,0,0,0,0,120000,75000
483,0,0,0,0,1,50000,85000
118,11,1,0,0,0,120000,90000
1,0,0,0,0,1,80000,85000
568,15,1,0,0,1,80000,350000
725,11,1,0,1,1,100000,355000
422,20,0,0,0,0,1500,619000
726,6,1,0,0,0,50000,1700000
727,12,1,0,0,1,100000,55000
728,12,0,0,0,0,83411,95000
350,9,1,0,0,1,120000,300000
728,12,0,0,0,0,83411,81000
725,5,1,0,1,1,80000,1000000
99,7,1,0,0,0,50000,925000
246,5,1,0,0,0,40000,450000
729,3,1,0,0,0,13270,600000
730,12,0,0,1,3,100000,85000
731,4,1,0,0,0,50000,700000
732,2,0,0,0,0,26500,486000
334,8,1,0,0,0,90000,400000
733,15,0,0,0,3,100000,120000
229,6,0,0,0,0,35000,275000
734,4,1,0,0,0,57000,580000
735,5,0,0,0,0,70000,375000
34,5,0,0,0,3,100000,229999
152,10,0,0,0,1,88000,110000
95,2,1,0,0,0,60000,600000
249,11,0,0,0,1,76000,120000
160,10,1,0,0,1,100000,200000
223,1,1,0,0,1,110000,450000
223,1,1,0,0,1,80000,550000
152,1,0,0,0,1,80000,220000
736,23,0,0,0,0,30000,40000
737,2,0,0,1,0,20000,300000
738,6,1,0,0,0,40000,630000
95,2,1,0,0,1,40000,610000
739,7,0,0,0,1,7000,660000
740,1,3,0,0,1,80000,220000
741,9,1,0,0,1,90000,138000
741,8,1,0,0,0,13770,210000
742,14,0,1,0,0,34000,125000
191,15,0,1,0,0,102000,125000
743,3,1,0,0,0,110000,725000
432,9,0,0,0,1,90000,170000
744,5,1,0,0,3,70000,1200000
659,18,0,0,0,1,90000,70000
39,0,0,0,0,1,70000,100000
745,12,0,0,0,1,80000,300000
334,8,1,0,0,1,100000,450000
95,5,1,0,0,0,100000,530000
746,0,0,0,0,3,143000,100000
747,10,0,0,0,1,115000,350000
748,9,1,0,0,1,100000,165000
346,7,1,0,0,1,120000,475000
749,8,1,0,0,0,42000,350000
513,4,0,0,0,0,38000,229999
750,6,1,0,0,0,35000,800000
346,3,1,0,0,1,120000,475000
751,3,1,0,0,0,136906,425000
124,5,1,0,0,1,97000,660000
752,7,0,0,1,0,10000,610000
68,8,0,0,0,3,50000,240000
753,14,0,0,0,1,60000,70000
754,9,1,0,0,0,120000,550000
755,10,0,0,0,1,120000,100000
756,10,1,0,0,1,90000,350000
117,8,0,0,0,0,120000,200000
757,7,0,0,1,0,3000,720000
275,3,1,0,0,0,133000,350000
35,4,0,0,0,0,25000,400000
299,2,0,0,0,0,35000,570000
204,5,0,0,0,0,70000,130000
229,4,0,0,0,0,52000,210000
758,6,1,0,0,0,52000,800000
759,2,1,0,0,0,39000,700000
417,9,1,0,0,0,28689,200000
760,3,1,0,0,1,90000,495000
363,3,1,1,0,0,80322,325000
761,7,0,0,0,0,8000,650000
762,21,1,0,0,1,50000,155000
121,0,0,0,0,1,90000,75000
763,5,1,1,0,0,61658,350000
764,10,0,0,0,3,50000,90000
106,4,1,0,0,0,80000,600000
437,10,1,0,0,0,185000,400000
142,3,1,0,0,1,57000,370000
765,21,0,0,0,0,60000,50000
766,16,0,0,0,1,120000,125000
767,6,1,0,1,0,26000,1800000
401,7,0,0,1,0,20000,650000
768,2,0,0,1,0,30600,800000
769,20,0,0,0,0,5000,802000
770,5,1,0,1,3,35000,2300000
771,4,1,0,0,0,35000,430000
453,2,0,0,0,0,23000,650000
772,16,1,0,0,0,120000,170000
725,9,1,0,1,0,235000,450000
229,8,0,0,0,0,87000,250000
773,3,0,0,0,1,72000,550000
774,8,1,0,1,1,64000,2000000
775,0,0,0,0,1,100000,140000
141,1,0,0,0,0,12000,155000
449,10,0,0,0,3,67000,120000
776,1,1,0,0,0,70000,287000
260,4,1,0,0,0,60000,675000
640,9,0,0,0,1,74500,235000
777,9,1,0,0,1,118700,300000
778,5,0,0,1,1,40000,434999
779,16,1,0,1,3,223660,225000
780,12,0,0,0,1,140000,160000
781,20,0,0,0,0,5000,600000
782,4,1,0,0,1,100000,470000
518,9,0,0,0,1,100000,300000
102,6,0,0,0,0,2000,600000
783,20,0,0,1,0,4000,640000
48,12,1,0,0,2,120000,50000
784,5,0,0,0,0,35000,600000
424,3,3,0,0,0,29000,290000
784,5,0,0,0,0,30000,600000
785,1,1,0,0,0,120000,190000
345,15,0,0,0,3,110000,160000
150,2,0,0,0,0,15000,325000
641,12,1,0,0,0,73756,200000
488,6,1,0,1,0,40000,2800000
116,9,0,0,0,3,60000,125000
542,15,0,0,0,2,60000,155000
125,5,1,0,0,0,90000,550000
786,11,0,0,0,2,70000,130000
0,19,0,0,0,1,70000,80000
787,5,1,0,0,1,80000,500000
788,7,0,0,0,0,27000,250000
71,1,1,0,0,0,70000,580000
789,19,0,0,0,0,50000,60000
50,1,1,0,0,0,185000,300000
160,3,1,0,0,1,90000,200000
790,2,1,0,0,0,16400,1200000
787,5,1,0,0,1,80000,350000
474,1,1,0,0,1,80000,600000
791,7,0,0,0,0,4000,650000
792,15,0,0,0,0,40000,120000
311,10,1,0,0,1,120000,180000
384,6,0,0,1,0,41395,950000
290,1,1,0,0,1,35000,250999
407,1,1,1,0,0,52000,385000
793,11,1,1,1,1,47000,1250000
141,8,0,0,0,0,50000,165000
794,5,0,1,0,0,48000,700000
474,5,1,1,0,0,53000,750000
185,15,1,0,0,0,213000,89999
795,6,0,1,1,0,15000,290000
796,3,0,0,0,1,7000,45000
23,8,1,1,1,0,88000,675000
602,5,1,1,0,0,55000,530000
797,3,1,1,1,0,48000,1485000
798,3,1,1,0,0,71014,325000
799,5,1,1,0,0,60000,400000
800,2,1,1,0,0,71000,380000
801,4,0,1,1,0,45000,750000
802,2,0,1,0,0,45000,390000
39,11,0,0,0,0,20000,110000
803,7,1,1,0,0,14000,1825000
804,7,1,1,1,0,17000,3256000
805,5,1,1,0,0,60000,370000
165,8,1,0,0,1,80000,210000
806,0,1,0,0,2,181000,175000
223,1,1,0,0,1,89550,575000
89,10,1,0,0,3,90000,320000
349,10,1,0,0,3,149500,280000
72,8,1,0,0,1,190000,500000
807,8,1,1,0,0,83000,380000
121,14,0,0,0,1,20000,120000
41,6,0,0,0,0,20000,395000
808,10,1,0,0,0,160000,360000
602,5,1,0,0,0,100000,451000
116,10,0,0,0,1,45000,175000
116,11,0,0,0,1,44800,170000
128,12,0,0,0,1,40000,100000
204,3,0,0,0,3,120000,150000
343,9,1,0,0,1,10000,149000
690,9,1,0,0,1,80000,160000
203,6,0,0,0,0,10000,434999
474,3,1,0,0,0,156000,800000
809,10,1,0,0,1,120000,819999
264,0,0,0,0,1,100000,163000
810,23,1,0,0,1,100000,350000
483,12,0,0,0,1,100000,75000
39,1,0,0,0,1,60000,180000
811,2,1,0,0,0,30000,675000
334,8,1,0,0,0,170000,400000
457,8,1,0,0,1,100000,434999
812,12,0,0,0,1,110000,100000
813,5,1,0,0,1,170000,419000
483,11,0,0,0,0,100000,200000
805,3,1,0,0,0,35000,400000
814,6,1,0,0,1,40000,790000
662,5,1,0,0,1,90000,500000
815,1,1,0,0,1,120000,275000
816,1,1,0,0,1,120000,450000
233,20,1,1,0,0,25000,1400000
236,5,1,0,0,0,15000,800000
237,3,0,1,0,0,41000,315000
239,7,0,0,0,0,16000,700000
232,4,1,1,0,0,51000,585000
244,3,0,0,0,0,30000,350000
245,3,1,1,0,0,80000,495000
38,2,0,0,0,0,50000,500000
247,8,0,1,0,0,44000,345000
248,5,0,0,0,0,10000,500000
237,4,0,1,0,0,33000,360000
191,10,0,0,0,0,25000,210000
433,3,0,1,0,0,66000,220000
817,11,0,0,0,0,48000,250000
509,4,1,1,0,0,146000,990000
818,8,1,0,0,2,100000,220000
774,1,1,0,1,1,50000,1800000
394,3,0,0,0,0,50000,530000
260,4,1,0,0,0,50000,575000
162,1,1,1,0,0,99000,400000
819,4,1,0,0,0,50000,680000
820,3,1,0,1,0,80000,1000000
229,4,0,0,0,1,45000,260000
821,10,0,0,0,1,50000,150000
